model,group,accuracy,accuracy_std,f1_macro,f1_macro_std,f1_weighted,f1_weighted_std,precision_macro,precision_macro_std,recall_macro,recall_macro_std,auc_macro,auc_macro_std
xgb_rfecv_knn_nested,xgb_rfecv,0.6718894009216589,0.023927658959902644,0.6800287654195845,0.023833250750093005,0.6692431646441355,0.023362504309306007,0.6902221185181252,0.022449902026056345,0.680670184652157,0.02576509086565224,0.8895180634542083,0.009538634894055549
xgb_rfecv_lasso_nested,xgb_rfecv,0.7004608294930875,0.030148252965522832,0.7100767554231197,0.02807490519068409,0.6977707949107455,0.028844472739055115,0.7122862826197448,0.025462134431471467,0.7129902960830851,0.03169898407368709,0.8998557887150976,0.01405335991081175
xgb_rfecv_neural_network_nested,xgb_rfecv,0.7023041474654378,0.03576701919250186,0.7119269259459593,0.03605246718521337,0.6994303696454252,0.035878666436500124,0.7141085646889481,0.035592502947403806,0.7157410325034926,0.03651036589815149,0.916838283992402,0.010571228417460658
xgb_rfecv_random_forest_nested,xgb_rfecv,0.6976958525345622,0.015856820768742164,0.7033287220723345,0.013409634657444255,0.6938673250133827,0.013660836797427809,0.712479647551721,0.009673528385742456,0.7066669864835294,0.018174032433657585,0.9098253552516447,0.0037745211915421184
xgb_rfecv_svm_nested,xgb_rfecv,0.7382488479262673,0.027863993470656174,0.7482405703162212,0.02614133568584487,0.7364412966264066,0.025549437474628067,0.7578141928808544,0.0175593915824932,0.7487146812772476,0.030519896039175626,0.9326914942625116,0.008756670746816745
xgb_rfecv_xgboost_nested,xgb_rfecv,0.7548387096774194,0.023389083023870088,0.7620365790154493,0.020622628336639883,0.7537408524623612,0.021300325605328425,0.7682610626516165,0.014651780255130864,0.7625623053746066,0.025464531110672525,0.9330177692078155,0.008282314204239211
