mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0003716468811035156,0.00019459036791803221,0.0048253536224365234,0.0012102814223499182,auto,euclidean,11,1,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",0.5416666666666666,0.5083333333333333,0.5416666666666666,0.5208333333333334,0.5666666666666667,0.5358333333333333,0.019999999999999993,484
0.0002437591552734375,5.403463469067422e-05,0.0012624740600585937,5.5707438500024134e-05,auto,euclidean,11,1,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",0.5541666666666667,0.525,0.5458333333333333,0.5416666666666666,0.5791666666666667,0.5491666666666666,0.01775606312721878,357
0.00029807090759277345,0.00015488353547427953,0.004691123962402344,0.002350092671930136,auto,euclidean,11,2,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",0.5416666666666666,0.5083333333333333,0.5416666666666666,0.5208333333333334,0.5666666666666667,0.5358333333333333,0.019999999999999993,484
0.0003901481628417969,0.00037169677006995293,0.0016129016876220703,0.0007914542519826435,auto,euclidean,11,2,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",0.5541666666666667,0.525,0.5458333333333333,0.5416666666666666,0.5791666666666667,0.5491666666666666,0.01775606312721878,357
0.00045957565307617185,0.0002715934274130833,0.005107879638671875,0.0016652138411617971,auto,euclidean,15,1,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",0.525,0.5166666666666667,0.5375,0.5583333333333333,0.55,0.5375,0.015365907428821471,472
0.00040740966796875,0.00021205959012908512,0.0021923542022705077,0.0008775462455063718,auto,euclidean,15,1,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",0.525,0.5333333333333333,0.5416666666666666,0.5666666666666667,0.5875,0.5508333333333334,0.023033791601808757,315
0.0003054618835449219,0.00018928671882047443,0.004547929763793946,0.0017401833229774369,auto,euclidean,15,2,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",0.525,0.5166666666666667,0.5375,0.5583333333333333,0.55,0.5375,0.015365907428821471,472
0.0005351543426513672,0.00017103535359601878,0.002849912643432617,0.0006740196980857572,auto,euclidean,15,2,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",0.525,0.5333333333333333,0.5416666666666666,0.5666666666666667,0.5875,0.5508333333333334,0.023033791601808757,315
0.0005602359771728516,0.0001737721398770059,0.0072021484375,0.0019317239330720684,auto,euclidean,21,1,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 21, 'p': 1, 'weights': 'uniform'}",0.55,0.55,0.5583333333333333,0.5166666666666667,0.5375,0.5425000000000001,0.014529663145135574,424
0.0006787300109863282,0.0007713914601932378,0.0026659011840820313,0.0006909025307375838,auto,euclidean,21,1,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 21, 'p': 1, 'weights': 'distance'}",0.5583333333333333,0.5666666666666667,0.5833333333333334,0.525,0.5416666666666666,0.5549999999999999,0.02013840995599096,255
0.0003161430358886719,0.00017044944247568585,0.006125831604003906,0.0031286795192665548,auto,euclidean,21,2,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 21, 'p': 2, 'weights': 'uniform'}",0.55,0.55,0.5583333333333333,0.5166666666666667,0.5375,0.5425000000000001,0.014529663145135574,424
0.0003479957580566406,0.00016273821397432039,0.0028217792510986327,0.000654653511603295,auto,euclidean,21,2,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 21, 'p': 2, 'weights': 'distance'}",0.5583333333333333,0.5666666666666667,0.5833333333333334,0.525,0.5416666666666666,0.5549999999999999,0.02013840995599096,255
0.0004687786102294922,0.0001843742159375887,0.0062675952911376955,0.0027702059774988323,auto,euclidean,25,1,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 25, 'p': 1, 'weights': 'uniform'}",0.5625,0.5458333333333333,0.5666666666666667,0.5208333333333334,0.525,0.5441666666666667,0.01874536979866997,399
0.0003321647644042969,0.00012540657709651492,0.003231525421142578,0.0013477218342994482,auto,euclidean,25,1,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 25, 'p': 1, 'weights': 'distance'}",0.5541666666666667,0.575,0.5916666666666667,0.5708333333333333,0.5583333333333333,0.57,0.013281147875424346,116
0.00044503211975097654,0.00014870636001249317,0.006255197525024414,0.0017113920464210204,auto,euclidean,25,2,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 25, 'p': 2, 'weights': 'uniform'}",0.5625,0.5458333333333333,0.5666666666666667,0.5208333333333334,0.525,0.5441666666666667,0.01874536979866997,399
0.00023899078369140624,6.274905242368984e-05,0.001867198944091797,0.000290202741907904,auto,euclidean,25,2,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 25, 'p': 2, 'weights': 'distance'}",0.5541666666666667,0.575,0.5916666666666667,0.5708333333333333,0.5583333333333333,0.57,0.013281147875424346,116
0.00034046173095703125,0.00020925329219831,0.0073508739471435545,0.0025554199644586945,auto,euclidean,31,1,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 31, 'p': 1, 'weights': 'uniform'}",0.5791666666666667,0.5875,0.5666666666666667,0.5708333333333333,0.5041666666666667,0.5616666666666668,0.02962731472438531,198
0.00029816627502441404,0.00010938239069298849,0.0031054019927978516,0.0016756422962144718,auto,euclidean,31,1,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 31, 'p': 1, 'weights': 'distance'}",0.5791666666666667,0.5916666666666667,0.5875,0.5875,0.5416666666666666,0.5774999999999999,0.01837117307087386,68
0.0005395412445068359,0.00016129555203348733,0.008221244812011719,0.0022396392936734223,auto,euclidean,31,2,uniform,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 31, 'p': 2, 'weights': 'uniform'}",0.5791666666666667,0.5875,0.5666666666666667,0.5708333333333333,0.5041666666666667,0.5616666666666668,0.02962731472438531,198
0.0004376411437988281,0.00019266720883438974,0.003592777252197266,0.0010007983232913666,auto,euclidean,31,2,distance,"{'algorithm': 'auto', 'metric': 'euclidean', 'n_neighbors': 31, 'p': 2, 'weights': 'distance'}",0.5791666666666667,0.5916666666666667,0.5875,0.5875,0.5416666666666666,0.5774999999999999,0.01837117307087386,68
0.0003476142883300781,0.00013879213574667488,0.0029572010040283202,0.0014126467651476462,auto,manhattan,3,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.5666666666666667,0.575,0.525,0.5541666666666667,0.5458333333333333,0.5533333333333333,0.017360555546666368,288
0.0005710124969482422,0.00017288020354748248,0.005036258697509765,0.0019429484082515648,auto,manhattan,3,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.5666666666666667,0.575,0.5291666666666667,0.5625,0.5416666666666666,0.5549999999999999,0.01695582495781316,255
0.00043511390686035156,0.000115102899758559,0.005128669738769531,0.0012226402793113667,auto,manhattan,3,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.5666666666666667,0.575,0.525,0.5541666666666667,0.5458333333333333,0.5533333333333333,0.017360555546666368,288
0.00042748451232910156,0.00016366833754257574,0.004219245910644531,0.0018776168925021752,auto,manhattan,3,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.5666666666666667,0.575,0.5291666666666667,0.5625,0.5416666666666666,0.5549999999999999,0.01695582495781316,255
0.0007842063903808593,0.0010742910308998628,0.0031636238098144533,0.0014267046534223971,auto,manhattan,5,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.5416666666666666,0.5791666666666667,0.5166666666666667,0.55,0.5625,0.55,0.020916500663351892,327
0.00046181678771972656,0.00016021572407461495,0.0041370391845703125,0.0012015906963396016,auto,manhattan,5,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.5708333333333333,0.5875,0.5416666666666666,0.575,0.5708333333333333,0.5691666666666666,0.015046225071056506,128
0.0005212783813476563,0.00025875943490577286,0.003804779052734375,0.001412425353107542,auto,manhattan,5,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5416666666666666,0.5791666666666667,0.5166666666666667,0.55,0.5625,0.55,0.020916500663351892,327
0.0004677772521972656,0.00026860906276700736,0.004170560836791992,0.0014886164221488691,auto,manhattan,5,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.5708333333333333,0.5875,0.5416666666666666,0.575,0.5708333333333333,0.5691666666666666,0.015046225071056506,128
0.0004657745361328125,0.00015912718268978597,0.00383143424987793,0.00048215333074821715,auto,manhattan,7,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.5375,0.5875,0.5125,0.525,0.5583333333333333,0.5441666666666667,0.026431252545256193,399
0.0004661083221435547,0.0002231696729835442,0.0035943984985351562,0.0008858811573298731,auto,manhattan,7,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.5666666666666667,0.6041666666666666,0.5291666666666667,0.5583333333333333,0.575,0.5666666666666668,0.024295632895188733,165
0.0004972457885742187,0.00045380586584262573,0.004033851623535156,0.0012746992321113451,auto,manhattan,7,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.5375,0.5875,0.5125,0.525,0.5583333333333333,0.5441666666666667,0.026431252545256193,399
0.0007250308990478516,0.0006050604531544991,0.004931831359863281,0.0012821357754991586,auto,manhattan,7,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.5666666666666667,0.6041666666666666,0.5291666666666667,0.5583333333333333,0.575,0.5666666666666668,0.024295632895188733,165
0.0004097461700439453,0.00015488956896003215,0.004089450836181641,0.001517254728747017,auto,manhattan,9,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",0.5125,0.5666666666666667,0.525,0.5541666666666667,0.55,0.5416666666666666,0.01989556064385555,448
0.0003525257110595703,0.00014948807644835633,0.0035072803497314454,0.0007489725217704088,auto,manhattan,9,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.5375,0.5875,0.5458333333333333,0.5875,0.5708333333333333,0.5658333333333333,0.02081665999466135,174
0.0004912853240966797,0.00012893597402272,0.004590559005737305,0.0012982012386478507,auto,manhattan,9,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.5125,0.5666666666666667,0.525,0.5541666666666667,0.55,0.5416666666666666,0.01989556064385555,448
0.0003495216369628906,0.0001556248488355382,0.0035982608795166017,0.0012009718528857138,auto,manhattan,9,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.5375,0.5875,0.5458333333333333,0.5875,0.5708333333333333,0.5658333333333333,0.02081665999466135,174
0.00046405792236328127,0.00022058069470088043,0.003919458389282227,0.001046874349731611,auto,manhattan,11,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",0.5208333333333334,0.5625,0.5291666666666667,0.5291666666666667,0.5708333333333333,0.5425000000000001,0.020138409955990935,424
0.00028939247131347655,8.652254581731959e-05,0.005574607849121093,0.0007820722307430326,auto,manhattan,11,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",0.55,0.5625,0.5458333333333333,0.575,0.5666666666666667,0.5599999999999999,0.010736748938937597,216
0.0005370140075683594,5.555482371632431e-05,0.006014251708984375,0.0008450363386322737,auto,manhattan,11,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",0.5208333333333334,0.5625,0.5291666666666667,0.5291666666666667,0.5708333333333333,0.5425000000000001,0.020138409955990935,424
0.0005715370178222656,5.5684781192319956e-05,0.006182718276977539,0.001064440944854444,auto,manhattan,11,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",0.55,0.5625,0.5458333333333333,0.575,0.5666666666666667,0.5599999999999999,0.010736748938937597,216
0.0003453731536865234,0.00017093482173035474,0.003572225570678711,0.0010196349229941715,auto,manhattan,15,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",0.5208333333333334,0.5708333333333333,0.5333333333333333,0.5333333333333333,0.5458333333333333,0.5408333333333333,0.01695582495781315,454
0.00021376609802246094,2.3838805957006243e-05,0.0037660121917724608,0.0013098766676061504,auto,manhattan,15,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",0.55,0.5708333333333333,0.55,0.5583333333333333,0.5625,0.5583333333333333,0.007905694150420922,228
0.0002718925476074219,0.000118711442888698,0.003240823745727539,0.0009392946233045471,auto,manhattan,15,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",0.5208333333333334,0.5708333333333333,0.5333333333333333,0.5333333333333333,0.5458333333333333,0.5408333333333333,0.01695582495781315,454
0.0003892421722412109,0.00031220057109072137,0.00460963249206543,0.001477427601714616,auto,manhattan,15,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",0.55,0.5708333333333333,0.55,0.5583333333333333,0.5625,0.5583333333333333,0.007905694150420922,228
0.0003698825836181641,0.00014957862549500484,0.004153585433959961,0.0013173036189202633,auto,manhattan,21,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 21, 'p': 1, 'weights': 'uniform'}",0.5375,0.5708333333333333,0.5333333333333333,0.55,0.5083333333333333,0.5399999999999999,0.020514222708485293,463
0.0003951549530029297,0.00014659649437389586,0.006583881378173828,0.0004729108188380473,auto,manhattan,21,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 21, 'p': 1, 'weights': 'distance'}",0.5708333333333333,0.5833333333333334,0.5666666666666667,0.5666666666666667,0.5583333333333333,0.5691666666666666,0.00816496580927727,128
0.0002200603485107422,1.8173689800060933e-05,0.003501749038696289,0.0015469201575332848,auto,manhattan,21,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 21, 'p': 2, 'weights': 'uniform'}",0.5375,0.5708333333333333,0.5333333333333333,0.55,0.5083333333333333,0.5399999999999999,0.020514222708485293,463
0.0003944873809814453,0.00023651049021635806,0.004439115524291992,0.001600554356916147,auto,manhattan,21,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 21, 'p': 2, 'weights': 'distance'}",0.5708333333333333,0.5833333333333334,0.5666666666666667,0.5666666666666667,0.5583333333333333,0.5691666666666666,0.00816496580927727,128
0.00034322738647460935,0.0001681746994795177,0.004040718078613281,0.0016723798111243115,auto,manhattan,25,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 25, 'p': 1, 'weights': 'uniform'}",0.5541666666666667,0.5833333333333334,0.5291666666666667,0.55,0.5291666666666667,0.5491666666666667,0.019965247584518245,348
0.000289154052734375,0.00015369094074573015,0.00536041259765625,0.0017973184508085645,auto,manhattan,25,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 25, 'p': 1, 'weights': 'distance'}",0.5583333333333333,0.6,0.5458333333333333,0.5791666666666667,0.5666666666666667,0.57,0.018521758975744068,116
0.0004166603088378906,0.00017361303696556595,0.004334211349487305,0.001750733370684519,auto,manhattan,25,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 25, 'p': 2, 'weights': 'uniform'}",0.5541666666666667,0.5833333333333334,0.5291666666666667,0.55,0.5291666666666667,0.5491666666666667,0.019965247584518245,348
0.00019354820251464843,1.3984748592511115e-05,0.003280973434448242,6.230267524552749e-05,auto,manhattan,25,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 25, 'p': 2, 'weights': 'distance'}",0.5583333333333333,0.6,0.5458333333333333,0.5791666666666667,0.5666666666666667,0.57,0.018521758975744068,116
0.00030760765075683595,0.00013689540555214446,0.003976154327392578,0.0007891844029769366,auto,manhattan,31,1,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 31, 'p': 1, 'weights': 'uniform'}",0.5875,0.5708333333333333,0.5333333333333333,0.5625,0.5208333333333334,0.5549999999999999,0.02449489742783177,255
0.0004268646240234375,0.00025478389702566085,0.00562891960144043,0.001884478249687804,auto,manhattan,31,1,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 31, 'p': 1, 'weights': 'distance'}",0.5958333333333333,0.5791666666666667,0.5541666666666667,0.5875,0.5583333333333333,0.575,0.016244657241348267,86
0.0004548549652099609,0.0001568235715325385,0.005934953689575195,0.0010687036362420873,auto,manhattan,31,2,uniform,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 31, 'p': 2, 'weights': 'uniform'}",0.5875,0.5708333333333333,0.5333333333333333,0.5625,0.5208333333333334,0.5549999999999999,0.02449489742783177,255
0.0003413677215576172,0.00015251227830006506,0.0050223350524902345,0.0014629369562264875,auto,manhattan,31,2,distance,"{'algorithm': 'auto', 'metric': 'manhattan', 'n_neighbors': 31, 'p': 2, 'weights': 'distance'}",0.5958333333333333,0.5791666666666667,0.5541666666666667,0.5875,0.5583333333333333,0.575,0.016244657241348267,86
0.00029044151306152345,0.00016700838732639455,0.003377962112426758,0.0017876538596728923,auto,minkowski,3,1,uniform,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.5666666666666667,0.575,0.525,0.5541666666666667,0.5458333333333333,0.5533333333333333,0.017360555546666368,288
0.00026001930236816404,0.00013683096291243886,0.0023679733276367188,0.000738520951050821,auto,minkowski,3,1,distance,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.5666666666666667,0.575,0.5291666666666667,0.5625,0.5416666666666666,0.5549999999999999,0.01695582495781316,255
0.0004619121551513672,0.0001236233416512815,0.0019854068756103515,0.000660084174527252,auto,minkowski,3,2,uniform,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",0.5458333333333333,0.5625,0.49583333333333335,0.5291666666666667,0.5208333333333334,0.5308333333333334,0.022607766610417544,496
0.0003645896911621094,0.00013671765369588815,0.0016932487487792969,0.00041506273933151865,auto,minkowski,3,2,distance,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",0.5583333333333333,0.5541666666666667,0.525,0.5708333333333333,0.5416666666666666,0.55,0.015590239111558081,327
0.0005069732666015625,0.00015657088772992844,0.004259490966796875,0.0016792529443370246,auto,minkowski,5,1,uniform,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",0.5416666666666666,0.5791666666666667,0.5166666666666667,0.55,0.5625,0.55,0.020916500663351892,327
0.00024509429931640625,0.00012013732167291934,0.003272676467895508,0.001412533922584435,auto,minkowski,5,1,distance,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",0.5708333333333333,0.5875,0.5416666666666666,0.575,0.5708333333333333,0.5691666666666666,0.015046225071056506,128
0.0002646923065185547,0.0001763404413959233,0.000952911376953125,5.8468169378739085e-05,auto,minkowski,5,2,uniform,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.5416666666666666,0.5375,0.525,0.5583333333333333,0.5625,0.5449999999999999,0.01379412113103904,387
0.00020284652709960936,4.6629310564713144e-05,0.0010359764099121093,7.853254662731801e-05,auto,minkowski,5,2,distance,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",0.5583333333333333,0.5875,0.5416666666666666,0.5791666666666667,0.575,0.5683333333333334,0.016372402253657103,146
0.00026187896728515627,0.00014580917775068003,0.0024176597595214843,0.0005641773270176963,auto,minkowski,7,1,uniform,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.5375,0.5875,0.5125,0.525,0.5583333333333333,0.5441666666666667,0.026431252545256193,399
0.000275421142578125,0.00014018050634385812,0.00345001220703125,0.0014868667620853413,auto,minkowski,7,1,distance,"{'algorithm': 'auto', 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.5666666666666667,0.6041666666666666,0.5291666666666667,0.5583333333333333,0.575,0.5666666666666668,0.024295632895188733,165
