mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.05100994110107422,0.014265956118773335,0.013933086395263672,0.004222781204418708,0.01,3,0.001,rbf,"{'C': 0.01, 'degree': 3, 'gamma': 0.001, 'kernel': 'rbf'}",0.5541666666666667,0.5333333333333333,0.5375,0.5791666666666667,0.5541666666666667,0.5516666666666666,0.016158932858054455,200
0.0449711799621582,0.005050767053038454,0.005906820297241211,0.001949587164727586,0.01,3,0.001,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",0.35,0.35,0.26666666666666666,0.25416666666666665,0.2833333333333333,0.3008333333333333,0.04119735698102758,237
0.0259185791015625,0.005669158891193527,0.004933786392211914,0.0021356037159244562,0.01,3,0.01,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.01, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.04552640914916992,0.008735698704275168,0.014521980285644531,0.002497692291058815,0.01,3,0.01,rbf,"{'C': 0.01, 'degree': 3, 'gamma': 0.01, 'kernel': 'rbf'}",0.5708333333333333,0.5708333333333333,0.5375,0.5875,0.5958333333333333,0.5725,0.020000000000000007,182
0.037316513061523435,0.00423372558692142,0.00485682487487793,0.00047290898219339413,0.01,3,0.01,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.35,0.35,0.26666666666666666,0.25416666666666665,0.2833333333333333,0.3008333333333333,0.04119735698102758,237
0.02223348617553711,0.0031904912460648744,0.006112384796142578,0.002531806976646929,0.01,3,0.1,linear,"{'C': 0.01, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.047710609436035153,0.013935240113076968,0.015533781051635743,0.003575079931893396,0.01,3,0.1,rbf,"{'C': 0.01, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",0.3416666666666667,0.30833333333333335,0.35,0.3333333333333333,0.35833333333333334,0.3383333333333333,0.017159383568311662,233
0.02977781295776367,0.004459316382803236,0.005791664123535156,0.0022754114904471536,0.01,3,0.1,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.55,0.55,0.49166666666666664,0.5875,0.5083333333333333,0.5375,0.033952581312438966,206
0.02752518653869629,0.004233875149894365,0.006209564208984375,0.0022527038128064775,0.01,3,1,linear,"{'C': 0.01, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.048626375198364255,0.009875980683970175,0.016749811172485352,0.005738123728035095,0.01,3,1,rbf,"{'C': 0.01, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}",0.25833333333333336,0.26666666666666666,0.25,0.25,0.25416666666666665,0.2558333333333333,0.006236095644623237,265
0.03924946784973145,0.008181213973748942,0.005525541305541992,0.0014624720440118465,0.01,3,1,poly,"{'C': 0.01, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",0.5958333333333333,0.6208333333333333,0.5375,0.6041666666666666,0.6125,0.5941666666666666,0.029533408577782264,150
0.027419662475585936,0.006179867656237569,0.004560232162475586,0.0018940047374874699,0.01,4,scale,linear,"{'C': 0.01, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.04126462936401367,0.008670336549405381,0.010432910919189454,0.0010726298922321392,0.01,4,scale,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.5583333333333333,0.5708333333333333,0.5416666666666666,0.6041666666666666,0.575,0.57,0.020649186155606437,186
0.039876461029052734,0.007832336401686249,0.006307840347290039,0.0024384832812569344,0.01,4,scale,poly,"{'C': 0.01, 'degree': 4, 'gamma': 'scale', 'kernel': 'poly'}",0.25833333333333336,0.25,0.23333333333333334,0.3125,0.22916666666666666,0.2566666666666667,0.029884035128401848,255
0.02471437454223633,0.004885208060054467,0.006946706771850586,0.00255803085476462,0.01,4,auto,linear,"{'C': 0.01, 'degree': 4, 'gamma': 'auto', 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.05825061798095703,0.007084781892201828,0.014227533340454101,0.0028636727245630743,0.01,4,auto,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 'auto', 'kernel': 'rbf'}",0.5541666666666667,0.5708333333333333,0.5416666666666666,0.6041666666666666,0.575,0.5691666666666666,0.02118044171189805,189
0.038674354553222656,0.003238763059693715,0.007942485809326171,0.003074003498121999,0.01,4,auto,poly,"{'C': 0.01, 'degree': 4, 'gamma': 'auto', 'kernel': 'poly'}",0.25833333333333336,0.25,0.23333333333333334,0.3125,0.22916666666666666,0.2566666666666667,0.029884035128401848,255
0.027297019958496094,0.009446135178647935,0.007305669784545899,0.0023801270336499627,0.01,4,0.001,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.001, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.04728279113769531,0.008867501662648191,0.01569256782531738,0.004352185443840912,0.01,4,0.001,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 0.001, 'kernel': 'rbf'}",0.5541666666666667,0.5333333333333333,0.5375,0.5791666666666667,0.5541666666666667,0.5516666666666666,0.016158932858054455,200
0.04147024154663086,0.006473457600927433,0.006732368469238281,0.0018935742559088612,0.01,4,0.001,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",0.25833333333333336,0.25,0.23333333333333334,0.3125,0.22916666666666666,0.2566666666666667,0.029884035128401848,255
0.029547929763793945,0.004169297228616283,0.006203079223632812,0.0016091606168792722,0.01,4,0.01,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.01, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.042602157592773436,0.006697570617815254,0.012430429458618164,0.0035819380263902214,0.01,4,0.01,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 0.01, 'kernel': 'rbf'}",0.5708333333333333,0.5708333333333333,0.5375,0.5875,0.5958333333333333,0.5725,0.020000000000000007,182
0.04435954093933105,0.007270015491000034,0.0067828655242919925,0.0028372020544351556,0.01,4,0.01,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.01, 'kernel': 'poly'}",0.25833333333333336,0.25,0.23333333333333334,0.3125,0.22916666666666666,0.2566666666666667,0.029884035128401848,255
0.019497442245483398,0.006020455717005361,0.005814838409423828,0.0025341884330524994,0.01,4,0.1,linear,"{'C': 0.01, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.05329012870788574,0.007189209427557391,0.015491580963134766,0.00301039323501605,0.01,4,0.1,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 0.1, 'kernel': 'rbf'}",0.3416666666666667,0.30833333333333335,0.35,0.3333333333333333,0.35833333333333334,0.3383333333333333,0.017159383568311662,233
0.03470745086669922,0.004863455611274814,0.008333873748779298,0.002523345377530651,0.01,4,0.1,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.5375,0.5125,0.5416666666666666,0.5041666666666667,0.5083333333333333,0.5208333333333333,0.015590239111558088,210
0.020616483688354493,0.004112612397805202,0.0050045490264892575,0.0017339233432479072,0.01,4,1,linear,"{'C': 0.01, 'degree': 4, 'gamma': 1, 'kernel': 'linear'}",0.5958333333333333,0.5958333333333333,0.5583333333333333,0.6166666666666667,0.6083333333333333,0.595,0.019965247584518224,126
0.043867874145507815,0.009840248531706246,0.012929201126098633,0.004921839876947076,0.01,4,1,rbf,"{'C': 0.01, 'degree': 4, 'gamma': 1, 'kernel': 'rbf'}",0.25833333333333336,0.26666666666666666,0.25,0.25,0.25416666666666665,0.2558333333333333,0.006236095644623237,265
0.04333982467651367,0.006678058495069255,0.007616424560546875,0.002076605385023894,0.01,4,1,poly,"{'C': 0.01, 'degree': 4, 'gamma': 1, 'kernel': 'poly'}",0.5833333333333334,0.6041666666666666,0.5333333333333333,0.5666666666666667,0.5833333333333334,0.5741666666666666,0.02362907813126304,174
0.020767641067504884,0.006555193864838624,0.004941797256469727,0.002171788020649446,0.1,2,scale,linear,"{'C': 0.1, 'degree': 2, 'gamma': 'scale', 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.043108129501342775,0.0035702361321922997,0.013989830017089843,0.005513948696756858,0.1,2,scale,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 'scale', 'kernel': 'rbf'}",0.5791666666666667,0.5958333333333333,0.5791666666666667,0.6125,0.6041666666666666,0.5941666666666667,0.013333333333333317,147
0.033226633071899415,0.004156688095171696,0.005506992340087891,0.0023639452991125855,0.1,2,scale,poly,"{'C': 0.1, 'degree': 2, 'gamma': 'scale', 'kernel': 'poly'}",0.4625,0.4625,0.48333333333333334,0.475,0.4791666666666667,0.4725,0.008579691784155826,212
0.027844333648681642,0.006536525953191204,0.005606842041015625,0.002270918327415253,0.1,2,auto,linear,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.038983631134033206,0.0056198025600130925,0.014919185638427734,0.003497931451103497,0.1,2,auto,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'rbf'}",0.5833333333333334,0.5958333333333333,0.5791666666666667,0.6166666666666667,0.6041666666666666,0.5958333333333333,0.013693063937629138,123
0.04144377708435058,0.005769713772996326,0.007239055633544922,0.0035610549174917606,0.1,2,auto,poly,"{'C': 0.1, 'degree': 2, 'gamma': 'auto', 'kernel': 'poly'}",0.4625,0.4625,0.48333333333333334,0.475,0.4791666666666667,0.4725,0.008579691784155826,212
0.022447538375854493,0.0032014354137258278,0.005453681945800782,0.002003033326768476,0.1,2,0.001,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.001, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04941072463989258,0.006051573902052581,0.01609201431274414,0.004479533817674968,0.1,2,0.001,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 0.001, 'kernel': 'rbf'}",0.5541666666666667,0.5333333333333333,0.5375,0.5791666666666667,0.5541666666666667,0.5516666666666666,0.016158932858054455,200
0.0373624324798584,0.008122916398804277,0.006126308441162109,0.0027466782976870033,0.1,2,0.001,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",0.4,0.37916666666666665,0.29583333333333334,0.37083333333333335,0.37083333333333335,0.36333333333333334,0.0353946009693255,222
0.023719310760498047,0.005446157465539335,0.004282808303833008,0.00177995553347057,0.1,2,0.01,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.01, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04219040870666504,0.005054259290278661,0.014909601211547852,0.004665793357606552,0.1,2,0.01,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 0.01, 'kernel': 'rbf'}",0.5958333333333333,0.5833333333333334,0.5583333333333333,0.6041666666666666,0.5875,0.5858333333333333,0.015500896031448545,159
0.04281353950500488,0.005190812582001386,0.006901168823242187,0.0024550473167196463,0.1,2,0.01,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.01, 'kernel': 'poly'}",0.4,0.37916666666666665,0.29583333333333334,0.37083333333333335,0.37083333333333335,0.36333333333333334,0.0353946009693255,222
0.017266035079956055,0.003798261293965412,0.004932832717895508,0.0018728594692410687,0.1,2,0.1,linear,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04571404457092285,0.007115885030429091,0.015567207336425781,0.006645972966021556,0.1,2,0.1,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'rbf'}",0.3458333333333333,0.30833333333333335,0.35,0.3375,0.3625,0.3408333333333334,0.01814295088089769,230
0.03404302597045898,0.005841042840562271,0.0073316097259521484,0.002758578008489729,0.1,2,0.1,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.6375,0.6,0.5708333333333333,0.6083333333333333,0.5791666666666667,0.5991666666666666,0.023481671339342265,103
0.024808263778686522,0.003978056243258287,0.004505825042724609,0.00129433645103704,0.1,2,1,linear,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.047611141204833986,0.004163181519051837,0.01386866569519043,0.0043432027489726435,0.1,2,1,rbf,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'rbf'}",0.25833333333333336,0.26666666666666666,0.25,0.25,0.25416666666666665,0.2558333333333333,0.006236095644623237,265
0.0356813907623291,0.006936788886903296,0.005844926834106446,0.00258695689440963,0.1,2,1,poly,"{'C': 0.1, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}",0.5791666666666667,0.575,0.5041666666666667,0.5708333333333333,0.5291666666666667,0.5516666666666667,0.02976761849915292,192
0.02330293655395508,0.004401151621109912,0.006293487548828125,0.0018347962926494618,0.1,3,scale,linear,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04563517570495605,0.008220199160594806,0.017328262329101562,0.0023644169960169146,0.1,3,scale,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'rbf'}",0.5791666666666667,0.5958333333333333,0.5791666666666667,0.6125,0.6041666666666666,0.5941666666666667,0.013333333333333317,147
0.038063764572143555,0.005615059208713103,0.006564521789550781,0.002191099360682918,0.1,3,scale,poly,"{'C': 0.1, 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.4666666666666667,0.49166666666666664,0.4375,0.4666666666666667,0.4791666666666667,0.46833333333333327,0.01798919428743575,215
0.014153861999511718,0.000525541560889972,0.0035039424896240235,0.0008616108431160611,0.1,3,auto,linear,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.03722367286682129,0.0025538500885089444,0.01189279556274414,0.002089910698704667,0.1,3,auto,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'rbf'}",0.5833333333333334,0.5958333333333333,0.5791666666666667,0.6166666666666667,0.6041666666666666,0.5958333333333333,0.013693063937629138,123
0.036296653747558597,0.00961354939575456,0.00680389404296875,0.0019824547351830596,0.1,3,auto,poly,"{'C': 0.1, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.4666666666666667,0.49166666666666664,0.4375,0.4708333333333333,0.48333333333333334,0.47000000000000003,0.01852175897574405,214
0.022990083694458006,0.004609056554282964,0.004745197296142578,0.0010238472354140544,0.1,3,0.001,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.001, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.0505918025970459,0.007574373282304325,0.013543510437011718,0.0022026279938187573,0.1,3,0.001,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 0.001, 'kernel': 'rbf'}",0.5541666666666667,0.5333333333333333,0.5375,0.5791666666666667,0.5541666666666667,0.5516666666666666,0.016158932858054455,200
0.04118423461914063,0.0032935044256869822,0.007608366012573242,0.002807404009387674,0.1,3,0.001,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",0.35,0.35,0.26666666666666666,0.25416666666666665,0.2833333333333333,0.3008333333333333,0.04119735698102758,237
0.021448755264282228,0.0075447989843957335,0.003852176666259766,0.0013875167404483002,0.1,3,0.01,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.01, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04839167594909668,0.013761104841825121,0.016927433013916016,0.006375770340937995,0.1,3,0.01,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 0.01, 'kernel': 'rbf'}",0.5958333333333333,0.5833333333333334,0.5583333333333333,0.6041666666666666,0.5875,0.5858333333333333,0.015500896031448545,159
0.03806018829345703,0.010187093396982068,0.006212472915649414,0.002148885754883722,0.1,3,0.01,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}",0.35,0.35,0.26666666666666666,0.25416666666666665,0.2833333333333333,0.3008333333333333,0.04119735698102758,237
0.018819427490234374,0.0038119885382245475,0.005581331253051758,0.002270288209035372,0.1,3,0.1,linear,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04500555992126465,0.006565510257566472,0.019043731689453124,0.003140615758744711,0.1,3,0.1,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'rbf'}",0.3458333333333333,0.30833333333333335,0.35,0.3375,0.3625,0.3408333333333334,0.01814295088089769,230
0.03513865470886231,0.0064692126618400006,0.006386852264404297,0.0020647919055057267,0.1,3,0.1,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.6666666666666666,0.6625,0.5416666666666666,0.625,0.6208333333333333,0.6233333333333333,0.04492277323981185,33
0.022133731842041017,0.006776684411756623,0.005798768997192383,0.00176771210081142,0.1,3,1,linear,"{'C': 0.1, 'degree': 3, 'gamma': 1, 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04449782371520996,0.005668252774717592,0.018778181076049803,0.007265838828103553,0.1,3,1,rbf,"{'C': 0.1, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}",0.25833333333333336,0.26666666666666666,0.25,0.25,0.25416666666666665,0.2558333333333333,0.006236095644623237,265
0.037877368927001956,0.008446270393021855,0.007199001312255859,0.002518994305824451,0.1,3,1,poly,"{'C': 0.1, 'degree': 3, 'gamma': 1, 'kernel': 'poly'}",0.5958333333333333,0.6208333333333333,0.5375,0.6041666666666666,0.6125,0.5941666666666666,0.029533408577782264,150
0.02246866226196289,0.0027405850626641176,0.005780220031738281,0.0021923930944845347,0.1,4,scale,linear,"{'C': 0.1, 'degree': 4, 'gamma': 'scale', 'kernel': 'linear'}",0.6041666666666666,0.6125,0.55,0.65,0.6416666666666667,0.6116666666666667,0.03529636430757895,62
0.04187097549438477,0.0034086095706848956,0.016852664947509765,0.001962669889694523,0.1,4,scale,rbf,"{'C': 0.1, 'degree': 4, 'gamma': 'scale', 'kernel': 'rbf'}",0.5791666666666667,0.5958333333333333,0.5791666666666667,0.6125,0.6041666666666666,0.5941666666666667,0.013333333333333317,147
