taxon_id,disease,p_value,auc,auc_effect,mean_health,mean_disease,effect_direction,n_health,n_disease
167,D003924,6.2994086200672234e-46,0.18168,0.31832,0.0047748536814698,0.0010750565399936791,decreased,500,250
292,D003924,0.0002636525505251532,0.41836,0.08163999999999999,0.0047220513270024396,0.0035160961542443445,decreased,500,250
305,D003924,7.2257166358755845e-09,0.629456,0.12945600000000002,0.0045135913490400624,0.007488358509993617,increased,500,250
548,D003924,0.0002553402257171744,0.418176,0.08182400000000001,0.004746195632717727,0.003586507851903443,decreased,500,250
550,D003924,3.730077403739481e-42,0.19557600000000003,0.304424,0.004749685319801932,0.0011932091433894678,decreased,500,250
562,D003924,7.009250003832749e-13,0.66064,0.16064,0.004435675141374146,0.008998924870651365,increased,500,250
571,D003924,1.2581451146684935e-05,0.59772,0.09772000000000003,0.004963456418890866,0.007102549618234337,increased,500,250
573,D003924,3.090611884746215e-05,0.40676799999999996,0.09323200000000004,0.004732499953857382,0.0034961062584580463,decreased,500,250
582,D003924,7.98662805589323e-42,0.196824,0.303176,0.004473650433630446,0.0010786431743255419,decreased,500,250
584,D003924,0.06927483710301073,0.459352,0.04064800000000002,0.004578526905453109,0.003998148045998989,decreased,500,250
817,D003924,5.347448031841795e-10,0.6389199999999999,0.13891999999999993,0.004526491652060327,0.008113363812186677,increased,500,250
818,D003924,0.0015344064598215323,0.429112,0.070888,0.004605130475478246,0.0035018451387601054,decreased,500,250
820,D003924,1.6216353619648365e-38,0.2096,0.2904,0.004491984812504467,0.0012426574175147614,decreased,500,250
821,D003924,0.004023036436057976,0.43564,0.06435999999999997,0.004450661675020868,0.0036577768073686894,decreased,500,250
823,D003924,5.440053456361048e-07,0.612104,0.11210399999999998,0.004813794636184261,0.007681573437961402,increased,500,250
849,D003924,0.06900136778394932,0.45931200000000005,0.040687999999999946,0.004818299606660471,0.00406047696486832,decreased,500,250
850,D003924,2.712349226535193e-44,0.187624,0.312376,0.0047704237031492135,0.001153254997796976,decreased,500,250
851,D003924,7.961699532287211e-08,0.620112,0.120112,0.004879706558154652,0.008978644706438494,increased,500,250
852,D003924,3.3985851734104923e-09,0.6322639999999999,0.13226399999999994,0.004374074974094275,0.007643326637382743,increased,500,250
853,D003924,0.002727954058478649,0.432944,0.067056,0.004903657770836454,0.0038955094601659823,decreased,500,250
861,D003924,4.716263889460163e-42,0.19596,0.30404,0.004547004294731307,0.0010437928294945039,decreased,500,250
905,D003924,0.048185914666378254,0.455792,0.044208000000000025,0.004372907236076861,0.0037327611267817013,decreased,500,250
907,D003924,1.340300097649442e-07,0.617992,0.11799199999999999,0.0045954202267093295,0.007504154544979465,increased,500,250
1254,D003924,0.007487563560870615,0.44016,0.059840000000000004,0.004461171325556389,0.0036486081078095926,decreased,500,250
1270,D003924,9.651863491455738e-39,0.208712,0.291288,0.004671174957789479,0.0011125332599027722,decreased,500,250
1282,D003924,0.1455266804499,0.46743199999999996,0.03256800000000004,0.004294530986620744,0.0039510539856409095,decreased,500,250
1304,D003924,3.503195976297733e-08,0.6233839999999999,0.12338399999999994,0.0044795014926816935,0.007264000156744246,increased,500,250
1308,D003924,0.2430715000338668,0.47387999999999997,0.026120000000000032,0.004639544172547949,0.004012219048660086,decreased,500,250
1318,D003924,5.826074740629368e-35,0.223984,0.27601600000000004,0.004215946348464622,0.0010828101439961952,decreased,500,250
1351,D003924,6.598130951048506e-16,0.6807439999999999,0.1807439999999999,0.004541062808321212,0.00976433360057475,increased,500,250
1352,D003924,6.415050316903904e-07,0.611392,0.11139200000000005,0.004406350394364636,0.007041063019458101,increased,500,250
1381,D003924,0.15640715057467233,0.468288,0.03171200000000002,0.004361108860734882,0.003953224790671785,decreased,500,250
1502,D003924,3.0225318623030264e-45,0.18414399999999997,0.315856,0.004674286520995853,0.0010937771875577202,decreased,500,250
1531,D003924,0.011703436775414152,0.443592,0.056408000000000014,0.004520455884099378,0.0038309419773226,decreased,500,250
1583,D003924,8.592998525193992e-06,0.599568,0.09956799999999999,0.005110054381453061,0.007873839484641173,increased,500,250
1584,D003924,0.9828851281555498,0.49952,0.00047999999999998044,0.004353346193924479,0.004140048727231784,decreased,500,250
