run_id,relative_abundance,phenotype,ncbi_taxon_id
SRR5650131,3.96725,D015212,301301
SRR5650165,0.01503,D015212,301301
SRR5650093,0.15512,D015212,301301
SRR5650107,0.0114,D015212,301301
SRR5650072,1.61549,D015212,301301
SRR5650157,0.78065,D015212,301301
SRR5650103,1.85716,D015212,301301
SRR5650154,0.67004,D015212,301301
SRR5650134,9.01436,D015212,301301
SRR5650113,1.31293,D015212,301301
SRR5650067,0.42357,D015212,301301
SRR5650144,0.02857,D015212,301301
SRR5651416,0.89995,D015212,301301
SRR5651456,0.20842,D015212,301301
SRR5650033,0.75311,D015212,301301
SRR5650140,0.03065,D015212,301301
SRR5650112,1.31139,D015212,301301
SRR5650183,0.02785,D015212,301301
SRR5650043,0.38074,D015212,301301
SRR5650064,0.5133,D015212,301301
SRR5650190,3.23029,D015212,301301
SRR5650153,0.01018,D015212,301301
SRR5650141,0.08098,D015212,301301
SRR5650139,0.13632,D015212,301301
SRR5650180,0.00468,D015212,301301
SRR5650090,0.29543,D015212,301301
SRR5650089,0.13267,D015212,301301
SRR5650145,0.06192,D015212,301301
SRR5650130,0.09829,D015212,301301
SRR5650159,0.28405,D015212,301301
SRR5650092,0.07298,D015212,301301
SRR5650188,1.9585,D015212,301301
SRR5651458,0.0332,D015212,301301
SRR5650095,3.1161,D015212,301301
SRR5650168,0.17762,D015212,301301
SRR5650127,0.83216,D015212,301301
SRR5650122,0.25258,D015212,301301
SRR5650156,0.15139,D015212,301301
SRR5650184,0.51131,D015212,301301
SRR5650087,0.26304,D015212,301301
SRR5650132,0.69722,D015212,301301
SRR5650152,0.00494,D015212,301301
SRR5650094,0.16179,D015212,301301
SRR5650129,0.01757,D015212,301301
SRR5650135,0.07828,D015212,301301
SRR5650136,0.17749,D015212,301301
SRR5650155,0.5485,D015212,301301
SRR5650151,0.00728,D015212,301301
SRR5650137,2.69678,D015212,301301
SRR5650066,2.58801,D015212,301301
SRR5650021,0.27081,D015212,301301
SRR5650158,0.59611,D015212,301301
SRR5650167,0.75545,D015212,301301
SRR5650060,0.15304,D015212,301301
SRR5650056,0.19452,D015212,301301
SRR5650035,0.90182,D015212,301301
SRR5650187,4.65571,D015212,301301
SRR5650126,1.02414,D015212,301301
SRR5650133,0.16963,D015212,301301
SRR5650042,0.54715,D015212,301301
SRR5650074,0.21997,D015212,301301
SRR5650147,2.09264,D015212,301301
SRR5650055,1.62389,D015212,301301
SRR5650149,0.29842,D015212,301301
SRR5650044,0.16163,D015212,301301
SRR5650179,0.01286,D015212,301301
SRR5650039,0.09138,D015212,301301
SRR5650057,0.02606,D015212,301301
SRR5650065,4.0005,D015212,301301
SRR5650128,0.1402,D015212,301301
SRR5650063,0.49773,D015212,301301
SRR5650160,0.87391,D015212,301301
SRR5650148,0.01305,D015212,301301
SRR5650146,0.02251,D015212,301301
SRR6424539,0.00678081,D015212,301301
SRR6424540,0.0365078,D015212,301301
SRR6424541,0.0213169,D015212,301301
SRR6424542,0.00445093,D015212,301301
SRR6424546,0.00355593,D015212,301301
SRR6424547,0.0262582,D015212,301301
SRR6424549,0.00395507,D015212,301301
SRR6424552,0.00220527,D015212,301301
SRR6424553,0.00181719,D015212,301301
SRR6424554,0.00312588,D015212,301301
SRR6424556,0.00194001,D015212,301301
SRR6424636,0.694661,D015212,301301
SRR6424637,0.771311,D015212,301301
SRR6424638,0.197225,D015212,301301
SRR6424639,0.40731,D015212,301301
SRR6424640,0.0504242,D015212,301301
SRR6424641,0.0764473,D015212,301301
SRR6424642,0.690796,D015212,301301
SRR6424643,0.00430024,D015212,301301
SRR6424644,0.00690978,D015212,301301
SRR6424698,0.00510465,D015212,301301
SRR6424699,0.215552,D015212,301301
SRR6424701,0.00217443,D015212,301301
SRR6424702,0.00165216,D015212,301301
SRR6424755,0.0502734,D015212,301301
SRR6424756,0.0110366,D015212,301301
SRR6424757,0.0079466,D015212,301301
SRR6424759,0.00405394,D015212,301301
SRR6424760,0.0533101,D015212,301301
SRR6424761,0.0043276,D015212,301301
SRR6424763,0.00915863,D015212,301301
SRR6424764,0.00404738,D015212,301301
SRR6424792,0.0257507,D015212,301301
SRR6424795,0.0122313,D015212,301301
SRR6424796,0.0038257,D015212,301301
SRR6424797,0.0465522,D015212,301301
SRR6424798,0.0302348,D015212,301301
SRR6424799,0.0107381,D015212,301301
SRR6424800,0.0037463,D015212,301301
SRR6424807,0.00318644,D015212,301301
ERR1090131,0.360618,D015212,301301
ERR1250118,1.30427,D015212,301301
ERR1250602,0.0185025,D015212,301301
ERR1389668,1.25846,D015212,301301
ERR1389960,0.106442,D015212,301301
ERR1390023,0.0105141,D015212,301301
ERR1390024,0.0131683,D015212,301301
ERR1390025,0.00687805,D015212,301301
ERR1459014,0.474988,D015212,301301
ERR1459117,0.119223,D015212,301301
ERR1678494,0.755495,D015212,301301
ERR1842582,0.774264,D015212,301301
ERR1842685,0.0172965,D015212,301301
ERR1842714,0.0131441,D015212,301301
ERR1843454,0.0576701,D015212,301301
ERR1843784,0.142037,D015212,301301
ERR1844523,0.0397799,D015212,301301
ERR1854759,0.0689497,D015212,301301
ERR1854764,0.0334318,D015212,301301
ERR1854766,0.0616281,D015212,301301
ERR1854771,0.0776676,D015212,301301
ERR2032773,0.0261552,D015212,301301
ERR2056937,0.0226078,D015212,301301
ERR2057024,0.49265,D015212,301301
ERR2057025,0.460929,D015212,301301
ERR1160336,0.0208358,D015212,301301
ERR1250569,0.238495,D015212,301301
ERR1160718,0.00300954,D015212,301301
ERR1250041,0.405216,D015212,301301
ERR1458875,0.129487,D015212,301301
ERR1846219,0.0292569,D015212,301301
ERR2032946,0.578444,D015212,301301
ERR1074062,0.619792,D015212,301301
ERR1089914,0.0394602,D015212,301301
ERR1090446,0.0880922,D015212,301301
ERR1090448,0.0673813,D015212,301301
SRR5396504,0.105495,D015212,301301
ERR1090527,0.00716949,D015212,301301
ERR1249679,0.0374485,D015212,301301
ERR1090681,0.22013,D015212,301301
ERR1160479,0.0542501,D015212,301301
ERR1160361,0.0141113,D015212,301301
ERR1389877,0.468275,D015212,301301
ERR1389954,1.04951,D015212,301301
ERR1843814,0.0365943,D015212,301301
ERR2091952,0.367729,D015212,301301
ERR1842687,0.0268105,D015212,301301
ERR1390032,0.0166563,D015212,301301
ERR1390028,0.0663751,D015212,301301
ERR1390026,0.00777575,D015212,301301
ERR1389784,0.0925019,D015212,301301
ERR1389766,2.49188,D015212,301301
ERR1249832,0.291915,D015212,301301
ERR1160614,0.18465,D015212,301301
ERR1090144,0.00507099,D015212,301301
ERR1074630,0.0555769,D015212,301301
ERR1089826,0.543706,D015212,301301
ERR1090115,0.0699326,D015212,301301
ERR1090719,0.485539,D015212,301301
ERR1160434,0.00501958,D015212,301301
ERR1160726,0.29506,D015212,301301
